context; target; verb; marker; embedded; source; question; cP; MatixTime; MatrixSubject; MatrixPerson; MatrixNumber; AnnotationValue1; AnnotationValue2; AnnotationValue3; AnnotationValue4; AnnotationValue5; Mean; Label; Variance; SD
Takács Péter: - Igen, és hát azontúl, hogyha az emberek idegesek, feszültek, és egymással is rossz kapcsolatban vannak, abban az időben biztos, egészen másképp folyt a munka, mint mondjuk előtte. Tehát önmagában ez a tény, hogy ez a cégen belül megtörtént, már abban az időben a cégnek a teljesítményét, biztos lerontotta. Nos, hogyha a vezető tudta volna, hogy ez az eredménye lesz és nem ilyen lépéseket tesz, hanem olyan lépéseket, amivel javítja az emberek egymás közötti kapcsolatát, akkor nyilván a teljesítmény javult volna, tehát ezzel úgy gondolom, pont az ellenkezőjét érte el, mint amit gazdasági vonalon szeretett volna.; Riporter: - Megdöbbentettük ezzel az esettel, vagy azt mondja, hogy ez tipikus, vagy ne adj isten még cifrábbakat is tud nekünk mondani?; mond; kérdés; Ez tipikus.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy ez tipikus?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Az MSZP hajlandó arra, hogy kiegészítse bizonyos kérdésekkel a törvényt, illetve a kérdőívet?
Fogarasiné Deák Valéria: - Természetesen megfontoljuk, a köztársasági elnökúr álláspontját, hiszen ez a dolgunk, de alapvető kérdésekben tartjuk magunkat.; Riporter: - Tehát azt mondja, hogy a fontos kérdések továbbra sem, vagy a köztársasági elnök szerint fontos kérdések továbbra sem kerülnek fel a kérdőívre?; mond; kérdés; A köztársasági elnök szerint fontos kérdések továbbra sem kerülnek fel a kérdőívre.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy a köztársasági elnök szerint fontos kérdések továbbra sem kerülnek fel a kérdőívre?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter:- Ilyenkor más tarifával dolgoznak, mint hogyha az utcáról kérnék meg önöket, tehát, hogyha mondjuk történik egy káresemény, ugye a biztosító annak a társasháznak a biztosítója, Önök annak a biztosítónak a szakemberei, ilyenkor mások a tarifák?
Décsi Gábor: - Mások a tarifák, kedvezőbbek a tarifák ilyenkor; Riporter: - Tehát azt mondja, hogy azért sem érdemes pancsert az utcáról szedni, mert hogy nemcsak, hogy olcsóbb, ilyenkor a biztosítós vonalon keresztül biztonságosabb és kedvezőbb tarifákkal talál szakembert?; mond; kérdés; Azért sem érdemes pancsert az utcáról szedni, mert hogy nemcsak, hogy olcsóbb, ilyenkor a biztosítós vonalon keresztül biztonságosabb és kedvezőbb tarifákkal lehet szakembert találni.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos benne, hogy az utcáról azért nem érdemes pancsert szedni, mert a biztosítós vonalon keresztül olcsóbb, biztonságosabb és kedvezőbb tarifákkal lehet szakembert találni?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - DE mennyivel, mik az előrejelzéseik, tehát mivel számolnak a gazdák tavalyhoz képest?
Marcinkó Ferenc: - A gazdák még egyelőre nem számolnak, hiszen egyetlen felvásárló sem jelent meg árakkal, de én úgy számolok, hogy körülbelül egy olyan 20 százalékkal növekednie kell a szőlő felvásárlási árának.; Műsorvezető: - És azt mondja, hogy ez a 20 százalékkal magasabb felvásárlási ár sem fedezi a költségeit a gazdáknak?; mond; kérdés; Ez a 20 százalékkal magasabb felvásárlási ár sem fedezi a költségeit a gazdáknak.; MNSZ, spok_hu_radio_010.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy ez a 20 százalékkal magasabb felvásárlási ár sem fedezi a gazdák költségeit?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Mihályi Péter: - Ez a HospInvest történet, ez önmagán messze túlmutató, és nagyon tragikus történet, mert azt jelzi, hogy a magyar egészségügy tökéletesen képtelen mindenfajta reformra. A patikák és a háziorvosi terület ugye az az, ahol a magánembereknek, a patikusnak vagy a háziorvosnak közvetlenül nagyon rövid úton a zsebébe megy a pénz, és ott az érdekek erősebbek és ez le tudta győzni az ellenállást, nyilván a kórházakban minden sokkal bonyolultabban, áttételesen működik és miután nincs olyan szereplő, aki a kórház vezetője, a kórház vezető tisztségviselői, akiknek ez közvetlenül a zsebükben hasznot hoz, ezért ők ellenállnak és hát láthatóan elég erősen ellent tudtak állni.; Riporter: - Tehát azt mondja, hogy az egészségügyön belül vannak kerékkötői?; mond; kérdés; Az egészségügyön belül vannak kerékkötői.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy az egészségügyön belül vannak kerékkötői?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Csáky Pál: - Ők túloznak és most megpróbálják érdekessé tenni magukat. Nem erről van szó, ugye, hanem arról van szó, hogy választások vannak és a választások alkalmával a politikusok, tehát én magam is, és kollégáim is arra kérjük a szlovákiai magyarokat, hogy minél nagyobb arányban jöjjenek el a választásokra és ránk szavazzanak. Most tessék belegondolni abba, hogy ilyen lelkiállapotban ezek az emberek lelkében és fejében mi minden játszódik le, tehát ez a probléma.; Műsorvezető: - Tehát attól félnek, hogy kevesebben mennek el szavazni, mert van, aki meg azt mondja, hogy többen mennek el a magyarok közül szavazni éppen emiatt?; fél; kérdés; Kevesebben mennek el szavazni.; MNSZ, spok_hu_radio_010.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy kevesebben mennek el szavazni?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Zsuzsanna: - Szóval ért engem. Ha minden klub csinálná, akkor semmi különös nem lenne. Ha minden klub fogja csinálni, márpedig fogják csinálni előbb-utóbb, mert nincs más lehetőségünk, akkor mi nem fogunk ebből kitűnni.; Riporter: - És azt mondja, hogy első körben a nyugalmat az biztosíthatja a pályákon, hogy mások is kitiltják azokat a szurkolókat, akik nem szurkolni mennek a pályára?; mond; kérdés; Első körben a nyugalmat az biztosíthatja a pályákon, hogy mások is kitiltják azokat a szurkolókat, akik nem szurkolni mennek a pályára.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy első körben az biztosíthatja a nyugalmat a pályákon, hogy mások is kitiltják azokat a szurkolókat, akik nem szurkolni mennek a pályára?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Cimbalmos Ágnes, a Magyar Vöröskereszt korábbi főigazgatója: - Hát a dokumentumok azok ott vannak a Vöröskeresztnél. Nálam - mondom - az van, ami ilyen e-mailben beszkennelt anyagok, amiket én nem töröltem ki a számítógépemből.; Riporter: - Ha azt mondja, hogy többen is kérték, hogy induljon vizsgálat, akkor Ön szerint miért vannak a többiek úgymond csendben?; mond; feltételes; Többen is kérték, hogy induljon vizsgálat.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy többen is kérték, hogy induljon vizsgálat?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
ÉN egyébként azt szeretném kérni a rádióhallgatóktól, hogy ne büntessék a Vöröskeresztet azért, mert a vezetésben hibák vannak, azzal, hogy nem adják az adó egy százalékukat a Vöröskeresztnek, hiszen a területi szervezeteknél nagyon jó programok vannak a rászorultak segítésére. Kár lenne ha ezekre nem lenne pénz.
Műsorvezető: - És éppen most gyűjtenek például a miamariak megsegítésére.; Tehát Ön azt mondja, hogy jó szívvel adományozzunk a Vöröskeresztnek?; mond; kérdés; Jó szívvel adományozzunk a Vöröskeresztnek.; MNSZ, spok_hu_radio_010.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy jó szívvel adományozhatunk a Vöröskeresztnek?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Ákos: - Ez az egyik, a másik én erőteljesen vélek egy bizonyos szándékosságot is benne, van nekünk egy főpolgármesterünk, aki azt nyilatkozta, hogy ne haladjunk át a városon olyan gyorsan. Na most kezdi betartani a szavát.; Riporter: - Tehát azt mondja, hogy inkább legyen kevesebb autó, rejtetten ezt akarják elérni?; mond; kérdés; Inkább legyen kevesebb autó.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy legyen inkább kevesebb autó?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Marcell: - Ez a rendszer túl van biztosítva, tehát, hogyha bármiféle hiba merül fel, akkor vannak olyan jellegű belső utasítások, amiket a mozdonyvezetőnek figyelembe kell venni, tehát itt is, amennyiben az utasításoknak megfelelően jár el a személyvonatot vezető mozdonyvezető, akkor nem gyorsíthatta volna a szerelvényét 15 km/h fölé, tehát igazából itt ez a lényeg, hogy ő nem haladhatott volna gyorsabban és nyilván, hogyha 15km/h-t nem haladja meg a szerelvény sebessége, akkor észlelve az előtte lassan haladó intercityt nem tudott volna vele ütközni.; Riporter: - Tehát azt mondja, hogy a nyomozás azt is kiderítette, hogy esetlegesen figyelmen kívül hagyta ezeket a további intőjeleket a mozdonyvezető?; mond; kérdés; A nyomozás azt is kiderítette, hogy esetlegesen figyelmen kívül hagyta a további intőjeleket a mozdonyvezető.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy a nyomozás azt is kiderítette, hogy a mozdonyvezető esetlegesen figyelmen kívül hagyta a további intő jeleket?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Császtai Tünde irodalomtörténész: - Attól függ, hogy melyik korszakban nézzük, a XIX. században ezek főleg vidékről érkezett, kimutathatóan egyre inkább Erdély felől érkező lányok, és hát főleg a cseléd foglalkozásból, illetve az ilyen jellegű fedett foglalkozásokból - mosónő, kalaposlány, satöbbi - ilyen helyekről érkeznek, de mindenesetre vidékről, ugye általába roppant szegénységből jutnak a fővárosba, a XX. század felé és hát főleg amikor megindul ugye a balkáni háborús évtizedek után hát egyrészt itthon Magyarországon a mindenféle politikai válságok és ilyen-olyan hadmozdulatokat, és ugye ennek következtében az első világháború idején és után azt mondhatom, hogy ez teljesen megváltozik, hát egész egyszerűen ugye elhal egy csomó családfenntartó, egész egyszerűen az egészen magas társadalmi osztályokban is ha a birtokot nem tudja kezelni valaki, vagy...; Műsorvezető: - Ön azt mondja, hogy az emberek elsősorban inkább azokra szavaztak, akiknek az esetében nagyobb esélyt láttak arra, hogy azokat a bizonyos EU-támogatásokat meg tudják szerezni, nagyobb szerepük, nagyobb hatásuk lehet majd ebben a bizonyos adok-kapokban?; mond; kérdés; Az emberek elsősorban inkább azokra szavaztak, akiknek az esetében nagyobb esélyt láttak arra, hogy azokat a bizonyos eu-támogatásokat meg tudják szerezni; MNSZ, spok_hu_radio_011.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy az emberek elsősorban inkább azokra szavaztak, akinek az esetében nagyobb esélyt láttak arra, hogy azokat a bizonyos EU-támogatásokat meg tudják szerezni?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Nagy Ádám: - Nézze, ez mindnyájunk érdeke, azt gondolom, tehát függetlenül attól, hogy ki ül az elnöki székben. De igazából az én cselekvési terem az egyre kisebb, ezen a helyszínen is felhívom helyettes államtitkárurat, meg bárkit, aki ebben a dologban lépni tud, hogy igen, fel kell pörgetni a dolgokat.; Műsorvezető: - Tehát azt mondja, hogy Önön nem múlik?; mond; kérdés; Nagy Ádámon nem múlik.; MNSZ, spok_hu_radio_011.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy Nagy Ádámon nem múlik?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Dénes Balázs: -  Mi azt látjuk, hogy nagyon jó, hogy folyik a Büntetőtörvénykönyv kodifikációja, de attól félünk, hogy ez még a jelenlegi helyzetben, másfél-két, sőt akár több időt is igénybe vehet. Azt látjuk, hogy egyáltalán nem biztos, hogy ebben a ciklusban be tud fejeződni a kodifikáció, már pedig ez a helyzet abból is láthatóan, amit a kollégium vezetőasszony mondott az imént, egyszerűen nem tartható tovább, nem várhatunk tovább.; Riporter: - Tehát azt mondja, hogy ezt minél hamarabb léptessék életbe?; mond; kérdés; A Büntetőtörvénykönyvet minél hamarabb léptessék életbe.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy a Büntetőtörvénykönyvet minél hamarabb életbe kell léptetni?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - De akkor mit érhettek vagy érhetnek el egy ilyen tüntetéssel?
Pázmány Péter: - Én biztos vagyok benne, hogy ennek a tüntetésnek meg lesz az eredménye, hiszen hogyha visszaemlékezek 1995-ben, amikor az alternatív oktatást szerették volna bevezetni és ugyanilyen tüntetést szerveztünk Dunaszerdahelyen Szlovákia több városában, felhívtuk a szlovák demokraták figyelmét arra, hogy mi az, amit tesznek, tenni akarnak velünk és akkor az alternatív oktatás nem került bevezetésre.; Riporter: - Tehát azt mondja, hogy most is erre, ezzel számolhatnak?; mond; kérdés; Most is azzal számolhatnak, hogy a tüntetésnek meglesz az eredménye.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy most is azzal számolhatnak, hogy a tüntetésnek meglesz az eredménye?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - De azért ebben nem biztos?
Csomós Miklós: - Nézze, menet közben derül ki, de én úgy érzem, hogy olyan tevékenységekkel fognak foglalkozni a gazdasági szervezetek, amelyek közvetlenül nincsenek hatással a szakmai munkára, tehát az intézményekben folyó szakmai munkára.; Műsorvezető: - De azt mondja, hogy a következő egy-két évben még bizonyosan minden intézmény megmarad és ott marad, ahol eddig működött?; mond; kérdés; A következő egy-két évben még bizonyosan minden intézmény megmarad és ott marad, ahol eddig működött.; MNSZ, spok_hu_radio_011.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy a következő egy-két évben még bizonyosan minden intézmény megmarad és ott marad, ahol eddig volt?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Azok az emberek, akik jól értesültek és derűlátók, azt mondják, hogy csakugyan történt valami. De úgy vélem, hogy az emberek többségének ez a törvény nem változtatott sokat. A vita tehát még mindig nyitott, főképp azután, hogy az anyáról is állást foglaltak, és az orvost továbbra is gyilkossággal vádolja a közvélemény egy része.; Riporter: - A törvény egy helyütt azt mondja, hogy az orvosok számára is jogi védelmet jelent?; mond; kérdés; Az orvosok számára is jogi védelmet jelent a törvény.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy a törvény az orvosok számára is jogi védelmet jelent?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Gulyás József: - Ugye, Eörsi Mátyás kitette az asztalra azt is, hogy nem állhatunk ki a kormány mögül és azt gondolom, hogy nem ez az elsődleges kérdés most, amit tisztáznunk kell. Meg kell vitatnunk azt, hogy mi vezetett idáig.; Riporter: - Tehát azt mondja, hogy felmerülhet az, hogy kihátráljon az SZDSZ a Bajnai kormány mögül?; mond; kérdés; Felmerülhet az, hogy kihátráljon az SZDSZ a Bajnai-kormány mögül.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy felmerülhet az, hogy az SZDSZ kihátráljon a Bajnai-kormány mögül?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - Tehát magyarán nyomást gyakorolnak a kormányra kívülről.
Weinhardt Attila: - Én azt gondolom, hogy igen, ez is szóba fog kerülni, sőt én akár arra is látok esélyt, hogy később, január, február, március során módosítani kell a gazdasági stabilitásról szóló törvényt, és esetleg azon a jegybanktörvény tervezeten is, amelyről pénteken szavaz majd a tisztelt ház.; Műsorvezető: - Tehát ön azt mondja, hogy még így, a módosításokkal sem lesz elfogadható az Európai Központi Bank az unió illetve az IMF számára a jegybank törvény?; mond; kérdés; Még így, a módosításokkal sem lesz elfogadható az Európai Központi Bank az Unió illetve az IMF számára a jegybanktörvény.; MNSZ, spok_hu_radio_011.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy a módosításokkal együtt sem lesz elfogadható a jegybanktörvény az Európai Központi Bank, az Unió illetve az IMF számára?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Antal: - Csomóban akarta rakni össze. Majd ráfogták, a szomszédja lopta el. Uborkától kezdve mindent.; Riporter: - Akkor ön azt mondja, hogy jobb, ha nem jön haza ez a férfi?; mond; kérdés; Jobb, ha nem jön haza ez a férfi.; MNSZ, spok_hu_radio_012.txt; Ön szerint a Riporter mennyire biztos abban, hogy jobb, ha ez a férfi nem jön haza?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Pázmány Péter, Dunaszerdahely polgármestere: - Abban a szektorban, ahol a támadás történt, mintegy 2-300 ember volt, ott valóban volt Nagy-Magyarország zászló is kifeszítve. Viszont ami maga az eseményeket illeti, úgy láttam, hiszen a helyszínen voltam, hogy semmilyen provokációt - tehát semmilyen kődobálás és a rendőrök megtámadása nem történt meg, hanem a mérkőzés 17. percében én személy szerint és a körülöttem lévő szurkolók érthetetlenül láttuk, hogy a rendőrség benyomul ebbe a szektorba.; Műsorvezető: - És ön is azt mondja, hogy ennek semmiféle előzetes jele nem volt, nem volt figyelmeztetés például?; mond; kérdés; A támadásnak semmiféle előzetes jele nem volt, nem volt figyelmeztetés például.; MNSZ, spok_hu_radio_012.txt; Ön szerint a műsorvezető mennyire biztos benne, hogy a támadásnak semmiféle előzetes jele nem volt?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
